Table 8. Life expectancy in Scotland's council areas split by deprivation quintile 2014-2018,,,,,,,,,
,,,,,,,,,
Council area,SIMD quintile (SIMD 2016),Sex,Age band,"Life Expectancy (LE, years)",LE Lower CI (years),LE Upper CI (years),,,
East Lothian,1,female,60 to 64,23.34512,22.54433,24.14591,,,
East Lothian,1,female,65 to 69,19.08972,18.32627,19.85316,,,
East Lothian,1,female,70 to 74,15.51522,14.80887,16.22157,,,
East Lothian,1,female,75 to 79,12.07035,11.41822,12.72248,,,
East Lothian,1,female,80 to 84,9.04937,8.42764,9.67111,,,
East Lothian,1,female,85 to 89,6.28621,5.63936,6.93307,,,
East Lothian,1,female,90+,4.29592,3.44537,5.14647,,,
East Lothian,1,male,less than 1,75.2094,73.95029,76.46851,,,
East Lothian,1,male,1 to 4,74.80034,73.64277,75.95792,,,
East Lothian,1,male,5 to 9,70.91572,69.77861,72.05282,,,
East Lothian,1,male,10 to 14,66.02984,64.91305,67.14663,,,
East Lothian,1,male,15 to 19,61.1419,60.04496,62.23885,,,
East Lothian,1,male,20 to 24,56.24448,55.16419,57.32476,,,
East Lothian,1,male,25 to 29,51.24448,50.16419,52.32476,,,
East Lothian,1,male,30 to 34,46.41819,45.36123,47.47516,,,
East Lothian,1,male,35 to 39,41.65192,40.62296,42.68089,,,
East Lothian,1,male,40 to 44,36.95057,35.95625,37.94489,,,
East Lothian,1,male,45 to 49,32.56378,31.62722,33.50035,,,
East Lothian,1,male,50 to 54,28.27563,27.38888,29.16239,,,
East Lothian,1,male,55 to 59,23.90354,23.05023,24.75685,,,
East Lothian,1,male,60 to 64,19.80401,18.98802,20.62001,,,
East Lothian,1,male,65 to 69,16.19404,15.43805,16.95002,,,
East Lothian,1,male,70 to 74,13.00959,12.30391,13.71528,,,
East Lothian,1,male,75 to 79,10.23306,9.58176,10.88436,,,
East Lothian,1,male,80 to 84,7.49486,6.87269,8.11702,,,
East Lothian,1,male,85 to 89,5.37425,4.70367,6.04482,,,
East Lothian,1,male,90+,3.51724,2.61204,4.42244,,,
East Lothian,2,female,less than 1,80.52153,79.45697,81.58608,,,
East Lothian,2,female,1 to 4,79.96773,79.0246,80.91087,,,
East Lothian,2,female,5 to 9,75.96773,75.0246,76.91087,,,
East Lothian,2,female,10 to 14,70.96773,70.0246,71.91087,,,
East Lothian,2,female,15 to 19,65.96773,65.0246,66.91087,,,
East Lothian,2,female,20 to 24,60.96773,60.0246,61.91087,,,
East Lothian,2,female,25 to 29,56.24039,55.34475,57.13604,,,
East Lothian,2,female,30 to 34,51.31738,50.43325,52.2015,,,
East Lothian,2,female,35 to 39,46.39279,45.51974,47.26584,,,
East Lothian,2,female,40 to 44,41.75656,40.93657,42.57656,,,
East Lothian,2,female,45 to 49,36.82089,36.0093,37.63247,,,
East Lothian,2,female,50 to 54,32.13181,31.34623,32.91738,,,
East Lothian,2,female,55 to 59,27.57101,26.81412,28.3279,,,
East Lothian,2,female,60 to 64,23.45877,22.75303,24.16451,,,
East Lothian,2,female,65 to 69,19.45993,18.82144,20.09842,,,
East Lothian,2,female,70 to 74,15.31719,14.722,15.91238,,,
East Lothian,2,female,75 to 79,11.8579,11.3265,12.3893,,,
East Lothian,2,female,80 to 84,8.48958,8.01299,8.96617,,,
East Lothian,2,female,85 to 89,5.89025,5.46003,6.32047,,,
East Lothian,2,female,90+,3.66667,3.17074,4.16259,,,
East Lothian,2,male,less than 1,76.11217,74.95717,77.26718,,,
East Lothian,2,male,1 to 4,75.11217,73.95717,76.26718,,,
East Lothian,2,male,5 to 9,71.11217,69.95717,72.26718,,,
East Lothian,2,male,10 to 14,66.11217,64.95717,67.26718,,,
East Lothian,2,male,15 to 19,61.11217,59.95717,62.26718,,,
East Lothian,2,male,20 to 24,56.23118,55.09763,57.36473,,,
East Lothian,2,male,25 to 29,51.31925,50.19706,52.44144,,,
East Lothian,2,male,30 to 34,46.94615,45.89699,47.9953,,,
East Lothian,2,male,35 to 39,42.62818,41.66218,43.59418,,,
East Lothian,2,male,40 to 44,37.92024,36.99057,38.8499,,,
East Lothian,2,male,45 to 49,33.53818,32.67479,34.40157,,,
East Lothian,2,male,50 to 54,29.06014,28.23919,29.8811,,,
East Lothian,2,male,55 to 59,24.67023,23.8833,25.45715,,,
East Lothian,2,male,60 to 64,20.35803,19.60368,21.11238,,,
East Lothian,2,male,65 to 69,16.44153,15.7378,17.14526,,,
East Lothian,2,male,70 to 74,12.70942,12.03931,13.37953,,,
East Lothian,2,male,75 to 79,9.79197,9.15,10.43394,,,
East Lothian,2,male,80 to 84,7.6203,6.98305,8.25756,,,
East Lothian,2,male,85 to 89,5.81705,5.09473,6.53937,,,
East Lothian,2,male,90+,4.42424,3.35685,5.49163,,,
East Lothian,3,female,less than 1,83.17033,82.20257,84.13809,,,
East Lothian,3,female,1 to 4,82.17033,81.20257,83.13809,,,
East Lothian,3,female,5 to 9,78.17033,77.20257,79.13809,,,
East Lothian,3,female,10 to 14,73.17033,72.20257,74.13809,,,
East Lothian,3,female,15 to 19,68.17033,67.20257,69.13809,,,
East Lothian,3,female,20 to 24,63.17033,62.20257,64.13809,,,
East Lothian,3,female,25 to 29,58.17033,57.20257,59.13809,,,
East Lothian,3,female,30 to 34,53.27515,52.32763,54.22267,,,
East Lothian,3,female,35 to 39,48.45721,47.5405,49.37392,,,
East Lothian,3,female,40 to 44,43.75807,42.88406,44.63208,,,
East Lothian,3,female,45 to 49,38.98427,38.13404,39.83449,,,
East Lothian,3,female,50 to 54,34.38794,33.56595,35.20994,,,
East Lothian,3,female,55 to 59,29.90501,29.11557,30.69444,,,
East Lothian,3,female,60 to 64,25.23009,24.45743,26.00276,,,
East Lothian,3,female,65 to 69,20.74401,19.99349,21.49453,,,
East Lothian,3,female,70 to 74,16.73948,16.01981,17.45915,,,
East Lothian,3,female,75 to 79,13.04146,12.35451,13.72842,,,
East Lothian,3,female,80 to 84,9.69833,9.04117,10.35549,,,
East Lothian,3,female,85 to 89,7.0267,6.34385,7.70954,,,
East Lothian,3,female,90+,4.82787,3.97116,5.68457,,,
East Lothian,3,male,less than 1,79.11111,77.98626,80.23595,,,
East Lothian,3,male,1 to 4,78.27206,77.19006,79.35406,,,
East Lothian,3,male,5 to 9,74.27206,73.19006,75.35406,,,
East Lothian,3,male,10 to 14,69.27206,68.19006,70.35406,,,
East Lothian,3,male,15 to 19,64.27206,63.19006,65.35406,,,
East Lothian,3,male,20 to 24,59.54255,58.50001,60.5851,,,
East Lothian,3,male,25 to 29,54.709,53.68926,55.72875,,,
East Lothian,3,male,30 to 34,50.01582,49.05099,50.98064,,,
East Lothian,3,male,35 to 39,45.22803,44.30482,46.15125,,,
East Lothian,3,male,40 to 44,40.72661,39.88322,41.57001,,,
East Lothian,3,male,45 to 49,36.10622,35.3027,36.90974,,,
East Lothian,3,male,50 to 54,31.44053,30.66313,32.21793,,,
East Lothian,3,male,55 to 59,26.95591,26.2097,27.70212,,,
East Lothian,3,male,60 to 64,22.45471,21.73194,23.17749,,,
East Lothian,3,male,65 to 69,18.42541,17.74276,19.10806,,,
East Lothian,3,male,70 to 74,14.75679,14.12017,15.39341,,,
East Lothian,3,male,75 to 79,11.12825,10.53472,11.72178,,,
East Lothian,3,male,80 to 84,7.87813,7.33778,8.41848,,,
East Lothian,3,male,85 to 89,5.13785,4.62683,5.64887,,,
East Lothian,3,male,90+,2.8375,2.21571,3.45929,,,
East Lothian,4,female,less than 1,83.73489,82.82104,84.64873,,,
East Lothian,4,female,1 to 4,82.73489,81.82104,83.64873,,,
East Lothian,4,female,5 to 9,78.73489,77.82104,79.64873,,,
East Lothian,4,female,10 to 14,73.73489,72.82104,74.64873,,,
East Lothian,4,female,15 to 19,68.73489,67.82104,69.64873,,,
East Lothian,4,female,20 to 24,63.85909,62.97655,64.74163,,,
East Lothian,4,female,25 to 29,59.1075,58.2913,59.9237,,,
East Lothian,4,female,30 to 34,54.1075,53.2913,54.9237,,,
East Lothian,4,female,35 to 39,49.1075,48.2913,49.9237,,,
East Lothian,4,female,40 to 44,44.17664,43.37056,44.98273,,,
East Lothian,4,female,45 to 49,39.33382,38.54456,40.12307,,,
East Lothian,4,female,50 to 54,34.4878,33.70981,35.2658,,,
East Lothian,4,female,55 to 59,30.00224,29.25656,30.74792,,,
East Lothian,4,female,60 to 64,25.22094,24.48714,25.95473,,,
East Lothian,4,female,65 to 69,20.85014,20.1527,21.54759,,,
East Lothian,4,female,70 to 74,16.67349,16.0077,17.33929,,,
East Lothian,4,female,75 to 79,12.70173,12.07301,13.33046,,,
East Lothian,4,female,80 to 84,9.04294,8.4601,9.62578,,,
East Lothian,4,female,85 to 89,6.05615,5.49668,6.61562,,,
East Lothian,4,female,90+,3.6087,2.94913,4.26826,,,
East Lothian,4,male,less than 1,80.43861,79.27111,81.60612,,,
East Lothian,4,male,1 to 4,79.89621,78.84313,80.94929,,,
East Lothian,4,male,5 to 9,75.89621,74.84313,76.94929,,,
East Lothian,4,male,10 to 14,70.89621,69.84313,71.94929,,,
East Lothian,4,male,15 to 19,66.00165,64.96742,67.03587,,,
East Lothian,4,male,20 to 24,61.11343,60.10085,62.126,,,
East Lothian,4,male,25 to 29,56.11343,55.10085,57.126,,,
East Lothian,4,male,30 to 34,51.23849,50.25366,52.22331,,,
East Lothian,4,male,35 to 39,46.54624,45.61882,47.47366,,,
East Lothian,4,male,40 to 44,41.91008,41.03154,42.78862,,,
East Lothian,4,male,45 to 49,37.11756,36.25824,37.97687,,,
East Lothian,4,male,50 to 54,32.39982,31.55933,33.24031,,,
East Lothian,4,male,55 to 59,27.96592,27.15373,28.7781,,,
East Lothian,4,male,60 to 64,23.45742,22.66607,24.24876,,,
East Lothian,4,male,65 to 69,19.16155,18.40027,19.92282,,,
East Lothian,4,male,70 to 74,15.17967,14.44597,15.91338,,,
East Lothian,4,male,75 to 79,11.35894,10.64049,12.07739,,,
East Lothian,4,male,80 to 84,8.38723,7.69385,9.08061,,,
East Lothian,4,male,85 to 89,5.88358,5.17544,6.59172,,,
East Lothian,4,male,90+,3.73333,2.78867,4.678,,,
East Lothian,5,female,less than 1,84.7784,83.80185,85.75495,,,
East Lothian,5,female,1 to 4,83.7784,82.80185,84.75495,,,
East Lothian,5,female,5 to 9,79.7784,78.80185,80.75495,,,
East Lothian,5,female,10 to 14,74.7784,73.80185,75.75495,,,
East Lothian,5,female,15 to 19,69.89242,68.94025,70.8446,,,
East Lothian,5,female,20 to 24,64.89242,63.94025,65.8446,,,
East Lothian,5,female,25 to 29,59.89242,58.94025,60.8446,,,
East Lothian,5,female,30 to 34,55.15389,54.26902,56.03877,,,
East Lothian,5,female,35 to 39,50.25409,49.3896,51.11858,,,
East Lothian,5,female,40 to 44,45.39467,44.54987,46.23946,,,
East Lothian,5,female,45 to 49,40.55857,39.73116,41.38599,,,
East Lothian,5,female,50 to 54,35.73324,34.91992,36.54655,,,
East Lothian,5,female,55 to 59,30.96222,30.16421,31.76023,,,
East Lothian,5,female,60 to 64,26.55592,25.79994,27.31191,,,
East Lothian,5,female,65 to 69,22.18382,21.46946,22.89819,,,
East Lothian,5,female,70 to 74,17.78762,17.10211,18.47314,,,
East Lothian,5,female,75 to 79,13.63166,12.97363,14.28969,,,
East Lothian,5,female,80 to 84,9.81347,9.17822,10.44873,,,
East Lothian,5,female,85 to 89,6.8525,6.20918,7.49581,,,
East Lothian,5,female,90+,4.78676,3.98226,5.59127,,,
East Lothian,5,male,less than 1,81.51634,80.23491,82.79777,,,
East Lothian,5,male,1 to 4,81.19679,80.0917,82.30188,,,
East Lothian,5,male,5 to 9,77.19679,76.0917,78.30188,,,
East Lothian,5,male,10 to 14,72.30608,71.22033,73.39183,,,
East Lothian,5,male,15 to 19,67.41369,66.34694,68.48043,,,
East Lothian,5,male,20 to 24,62.41369,61.34694,63.48043,,,
East Lothian,5,male,25 to 29,57.78467,56.79738,58.77196,,,
East Lothian,5,male,30 to 34,52.91327,51.95639,53.87014,,,
East Lothian,5,male,35 to 39,48.13428,47.22356,49.045,,,
East Lothian,5,male,40 to 44,43.29773,42.41236,44.18309,,,
East Lothian,5,male,45 to 49,38.57652,37.71949,39.43354,,,
East Lothian,5,male,50 to 54,33.85114,33.01623,34.68605,,,
East Lothian,5,male,55 to 59,29.07094,28.24892,29.89297,,,
East Lothian,5,male,60 to 64,24.44298,23.64244,25.24352,,,
East Lothian,5,male,65 to 69,20.06377,19.2969,20.83064,,,
East Lothian,5,male,70 to 74,15.85138,15.11229,16.59046,,,
East Lothian,5,male,75 to 79,12.03578,11.31876,12.7528,,,
East Lothian,5,male,80 to 84,8.55362,7.8389,9.26834,,,
East Lothian,5,male,85 to 89,6.26672,5.46377,7.06968,,,
East Lothian,5,male,90+,4.89394,3.71323,6.07465,,,
East Lothian,all,female,less than 1,82.53026,82.07899,82.98154,,,
East Lothian,all,female,1 to 4,81.72472,81.30005,82.14939,,,
East Lothian,all,female,5 to 9,77.72472,77.30005,78.14939,,,
East Lothian,all,female,10 to 14,72.72472,72.30005,73.14939,,,
East Lothian,all,female,15 to 19,67.74951,67.32748,68.17154,,,
East Lothian,all,female,20 to 24,62.77239,62.3526,63.19218,,,
East Lothian,all,female,25 to 29,57.89191,57.48233,58.3015,,,
East Lothian,all,female,30 to 34,53.00836,52.60865,53.40806,,,
East Lothian,all,female,35 to 39,48.09452,47.70134,48.48771,,,
East Lothian,all,female,40 to 44,43.33832,42.9605,43.71614,,,
East Lothian,all,female,45 to 49,38.54794,38.1808,38.91508,,,
East Lothian,all,female,50 to 54,33.79463,33.43612,34.15313,,,
East Lothian,all,female,55 to 59,29.21732,28.87117,29.56346,,,
East Lothian,all,female,60 to 64,24.73098,24.39855,25.06341,,,
East Lothian,all,female,65 to 69,20.42817,20.11376,20.74258,,,
East Lothian,all,female,70 to 74,16.35921,16.06252,16.6559,,,
East Lothian,all,female,75 to 79,12.60721,12.33022,12.8842,,,
East Lothian,all,female,80 to 84,9.16654,8.9075,9.42558,,,
East Lothian,all,female,85 to 89,6.37357,6.11777,6.62936,,,
East Lothian,all,female,90+,4.17915,3.86526,4.49303,,,
East Lothian,all,male,less than 1,78.44075,77.90193,78.97956,,,
East Lothian,all,male,1 to 4,77.81618,77.31492,78.31744,,,
East Lothian,all,male,5 to 9,73.84165,73.34272,74.34059,,,
East Lothian,all,male,10 to 14,68.88566,68.39016,69.38116,,,
East Lothian,all,male,15 to 19,63.95222,63.46199,64.44246,,,
East Lothian,all,male,20 to 24,59.08031,58.59988,59.56074,,,
East Lothian,all,male,25 to 29,54.19695,53.72468,54.66921,,,
East Lothian,all,male,30 to 34,49.50066,49.05132,49.94999,,,
East Lothian,all,male,35 to 39,44.85372,44.42998,45.27746,,,
East Lothian,all,male,40 to 44,40.17693,39.77313,40.58072,,,
East Lothian,all,male,45 to 49,35.58407,35.19844,35.96971,,,
East Lothian,all,male,50 to 54,31,30.62831,31.3717,,,
East Lothian,all,male,55 to 59,26.50678,26.14765,26.8659,,,
East Lothian,all,male,60 to 64,22.09524,21.74851,22.44198,,,
East Lothian,all,male,65 to 69,18.04742,17.72004,18.3748,,,
East Lothian,all,male,70 to 74,14.29335,13.98304,14.60365,,,
East Lothian,all,male,75 to 79,10.88897,10.59323,11.1847,,,
East Lothian,all,male,80 to 84,7.96933,7.68466,8.254,,,
East Lothian,all,male,85 to 89,5.68048,5.37907,5.9819,,,
East Lothian,all,male,90+,3.84848,3.43325,4.26372,,,
East Renfrewshire,1,female,less than 1,79.77173,78.58455,80.95891,,,
East Renfrewshire,1,female,1 to 4,78.93079,77.7829,80.07868,,,
East Renfrewshire,1,female,5 to 9,75.0801,73.96791,76.19228,,,
East Renfrewshire,1,female,10 to 14,70.0801,68.96791,71.19228,,,
East Renfrewshire,1,female,15 to 19,65.0801,63.96791,66.19228,,,
East Renfrewshire,1,female,20 to 24,60.0801,58.96791,61.19228,,,
East Renfrewshire,1,female,25 to 29,55.37096,54.30296,56.43895,,,
East Renfrewshire,1,female,30 to 34,50.37096,49.30296,51.43895,,,
East Renfrewshire,1,female,35 to 39,45.79527,44.78464,46.80589,,,
East Renfrewshire,1,female,40 to 44,40.86754,39.8652,41.86987,,,
East Renfrewshire,1,female,45 to 49,36.44584,35.50229,37.38939,,,
East Renfrewshire,1,female,50 to 54,31.80659,30.88672,32.72645,,,
East Renfrewshire,1,female,55 to 59,27.19179,26.29135,28.09223,,,
East Renfrewshire,1,female,60 to 64,23.07214,22.21448,23.9298,,,
East Renfrewshire,1,female,65 to 69,18.82213,17.99859,19.64566,,,
East Renfrewshire,1,female,70 to 74,15.49998,14.73429,16.26566,,,
East Renfrewshire,1,female,75 to 79,12.25105,11.55282,12.94929,,,
East Renfrewshire,1,female,80 to 84,9.2155,8.54795,9.88304,,,
East Renfrewshire,1,female,85 to 89,6.34094,5.61343,7.06846,,,
East Renfrewshire,1,female,90+,5.35484,4.26651,6.44317,,,
East Renfrewshire,1,male,less than 1,74.65871,73.33059,75.98683,,,
East Renfrewshire,1,male,1 to 4,73.80408,72.50429,75.10387,,,
East Renfrewshire,1,male,5 to 9,69.80408,68.50429,71.10387,,,
East Renfrewshire,1,male,10 to 14,64.80408,63.50429,66.10387,,,
East Renfrewshire,1,male,15 to 19,59.91918,58.63671,61.20164,,,
East Renfrewshire,1,male,20 to 24,55.01833,53.74846,56.2882,,,
East Renfrewshire,1,male,25 to 29,50.19218,48.94117,51.44318,,,
East Renfrewshire,1,male,30 to 34,45.71723,44.52508,46.90938,,,
East Renfrewshire,1,male,35 to 39,41.24298,40.113,42.37297,,,
East Renfrewshire,1,male,40 to 44,36.64314,35.55728,37.729,,,
East Renfrewshire,1,male,45 to 49,32.16203,31.12091,33.20316,,,
East Renfrewshire,1,male,50 to 54,27.97219,26.9812,28.96318,,,
East Renfrewshire,1,male,55 to 59,23.65632,22.69042,24.62221,,,
East Renfrewshire,1,male,60 to 64,19.89433,18.96041,20.82826,,,
East Renfrewshire,1,male,65 to 69,16.21506,15.31238,17.11774,,,
East Renfrewshire,1,male,70 to 74,12.99111,12.1045,13.87772,,,
East Renfrewshire,1,male,75 to 79,10.66722,9.80825,11.52618,,,
East Renfrewshire,1,male,80 to 84,8.29938,7.4121,9.18665,,,
East Renfrewshire,1,male,85 to 89,6.32716,5.26102,7.3933,,,
East Renfrewshire,1,male,90+,5.39024,3.74029,7.0402,,,
East Renfrewshire,2,female,less than 1,83.26348,82.20597,84.32099,,,
East Renfrewshire,2,female,1 to 4,82.47732,81.50369,83.45096,,,
East Renfrewshire,2,female,5 to 9,78.47732,77.50369,79.45096,,,
East Renfrewshire,2,female,10 to 14,73.47732,72.50369,74.45096,,,
East Renfrewshire,2,female,15 to 19,68.61565,67.67863,69.55267,,,
East Renfrewshire,2,female,20 to 24,63.61565,62.67863,64.55267,,,
East Renfrewshire,2,female,25 to 29,58.61565,57.67863,59.55267,,,
East Renfrewshire,2,female,30 to 34,53.61565,52.67863,54.55267,,,
East Renfrewshire,2,female,35 to 39,48.61565,47.67863,49.55267,,,
East Renfrewshire,2,female,40 to 44,43.70242,42.77919,44.62564,,,
East Renfrewshire,2,female,45 to 49,38.84247,37.93674,39.74819,,,
East Renfrewshire,2,female,50 to 54,34.00758,33.11722,34.89795,,,
East Renfrewshire,2,female,55 to 59,29.36613,28.501,30.23127,,,
East Renfrewshire,2,female,60 to 64,24.93915,24.10927,25.76903,,,
East Renfrewshire,2,female,65 to 69,20.79088,20.00954,21.57222,,,
East Renfrewshire,2,female,70 to 74,16.98994,16.26537,17.71451,,,
East Renfrewshire,2,female,75 to 79,13.16145,12.49025,13.83265,,,
East Renfrewshire,2,female,80 to 84,9.88528,9.26625,10.50432,,,
East Renfrewshire,2,female,85 to 89,7.15952,6.54147,7.77757,,,
East Renfrewshire,2,female,90+,5.2487,4.5082,5.98921,,,
East Renfrewshire,2,male,less than 1,79.47723,78.39056,80.5639,,,
East Renfrewshire,2,male,1 to 4,78.47723,77.39056,79.5639,,,
East Renfrewshire,2,male,5 to 9,74.47723,73.39056,75.5639,,,
East Renfrewshire,2,male,10 to 14,69.47723,68.39056,70.5639,,,
East Renfrewshire,2,male,15 to 19,64.47723,63.39056,65.5639,,,
East Renfrewshire,2,male,20 to 24,59.47723,58.39056,60.5639,,,
East Renfrewshire,2,male,25 to 29,54.47723,53.39056,55.5639,,,
East Renfrewshire,2,male,30 to 34,49.59245,48.5271,50.65781,,,
East Renfrewshire,2,male,35 to 39,44.82862,43.80944,45.8478,,,
East Renfrewshire,2,male,40 to 44,40.01793,39.02854,41.00732,,,
East Renfrewshire,2,male,45 to 49,35.22648,34.26014,36.19281,,,
East Renfrewshire,2,male,50 to 54,30.33336,29.37529,31.29142,,,
East Renfrewshire,2,male,55 to 59,25.88806,24.95956,26.81656,,,
East Renfrewshire,2,male,60 to 64,21.80255,20.91275,22.69235,,,
East Renfrewshire,2,male,65 to 69,17.74746,16.89467,18.60024,,,
East Renfrewshire,2,male,70 to 74,14.22114,13.4076,15.03467,,,
East Renfrewshire,2,male,75 to 79,10.94932,10.16621,11.73243,,,
East Renfrewshire,2,male,80 to 84,8.1839,7.3908,8.977,,,
East Renfrewshire,2,male,85 to 89,6.09596,5.1847,7.00721,,,
East Renfrewshire,2,male,90+,5.7377,4.29781,7.1776,,,
East Renfrewshire,3,female,less than 1,84.07924,83.13903,85.01944,,,
East Renfrewshire,3,female,1 to 4,83.23832,82.34954,84.1271,,,
East Renfrewshire,3,female,5 to 9,79.23832,78.34954,80.1271,,,
East Renfrewshire,3,female,10 to 14,74.23832,73.34954,75.1271,,,
East Renfrewshire,3,female,15 to 19,69.23832,68.34954,70.1271,,,
East Renfrewshire,3,female,20 to 24,64.23832,63.34954,65.1271,,,
East Renfrewshire,3,female,25 to 29,59.35892,58.50042,60.21743,,,
East Renfrewshire,3,female,30 to 34,54.35892,53.50042,55.21743,,,
East Renfrewshire,3,female,35 to 39,49.45821,48.62041,50.29602,,,
East Renfrewshire,3,female,40 to 44,44.53139,43.70465,45.35813,,,
East Renfrewshire,3,female,45 to 49,39.59272,38.77357,40.41188,,,
East Renfrewshire,3,female,50 to 54,34.82865,34.03081,35.62649,,,
East Renfrewshire,3,female,55 to 59,30.1014,29.32284,30.87997,,,
East Renfrewshire,3,female,60 to 64,25.59273,24.84753,26.33794,,,
East Renfrewshire,3,female,65 to 69,21.07715,20.36082,21.79348,,,
East Renfrewshire,3,female,70 to 74,16.60658,15.91284,17.30031,,,
East Renfrewshire,3,female,75 to 79,13.0267,12.37469,13.67872,,,
East Renfrewshire,3,female,80 to 84,9.73223,9.13125,10.3332,,,
East Renfrewshire,3,female,85 to 89,6.75403,6.16306,7.34501,,,
East Renfrewshire,3,female,90+,4.57143,3.83242,5.31044,,,
East Renfrewshire,3,male,less than 1,81.22674,80.15278,82.3007,,,
East Renfrewshire,3,male,1 to 4,80.381,79.34844,81.41357,,,
East Renfrewshire,3,male,5 to 9,76.381,75.34844,77.41357,,,
East Renfrewshire,3,male,10 to 14,71.381,70.34844,72.41357,,,
East Renfrewshire,3,male,15 to 19,66.49183,65.48072,67.50295,,,
East Renfrewshire,3,male,20 to 24,61.49183,60.48072,62.50295,,,
East Renfrewshire,3,male,25 to 29,56.79235,55.83498,57.74972,,,
